file_name,type,creation_date,size,s3_url
Grobid_RR_2024_l1_combined.txt,text/plain,2024-02-15 19:23:24,43570,https://bigdata-group3-assignment2.s3.amazonaws.com/Grobid/Grobid_RR_2024_l1_combined.txt
Grobid_RR_2024_l2_combined.txt,text/plain,2024-02-15 19:23:24,44561,https://bigdata-group3-assignment2.s3.amazonaws.com/Grobid/Grobid_RR_2024_l2_combined.txt
Grobid_RR_2024_l3_combined.txt,text/plain,2024-02-15 19:23:24,28088,https://bigdata-group3-assignment2.s3.amazonaws.com/Grobid/Grobid_RR_2024_l3_combined.txt
